tanggal_pemesanan,nomor_kontrak_retail,pelanggan,jenis,nama_proyek,product,area,nilai,status
9/4/2018,SO/U1-1/09-2018/653,Plg 12435786,Perorangan,Pry rdm8907x,K-350,Cakung,70290000,Approved
9/4/2018,SO/U1-1/09-2018/655,Plg 12435867,Perorangan,Pry rdmx0798,K-300,Cakung,9363750,Approved
9/5/2018,SO/U1-1/09-2018/659,Plg 12364875,PT,Pry rdm07x98,K-250,Pulo Gadung,5183750,Approved
9/6/2018,SO/U1-1/09-2018/670,Plg 12435876,Perorangan,Pry rdm890x7,K-350 N,Pulo Gadung,5018750,Approved
9/13/2018,SO/U1-1/09-2018/698,Plg 12436578,PT,Pry rdm7x908,Fc-30 N,Pulo Gadung,14726250,Approved
9/14/2018,SO/U1-1/09-2018/713,Plg 12384756,Perorangan,Pry rdmx0798,K-300,Cakung,9363750,Approved
9/14/2018,SO/U1-1/09-2018/720,Plg 12364785,Perorangan,Pry rdm0897x,K-225,Pulo Gadung,6996000,Approved
9/14/2018,SO/U1-1/09-2018/726,Plg 12365784,Perorangan,Pry rdm078x9,K-250 N,Pulo Gadung,5321250,Approved
9/14/2018,SO/U1-1/09-2018/728,Plg 12436578,PT,Pry rdm7x980,Fc-25 N,Pulo Gadung,10175000,Approved
9/14/2018,SO/U1-1/09-2018/729,Plg 12365748,PT,Pry rdm9x078,B0-0,Pulo Gadung,17584875,Approved
9/21/2018,SO/U1-1/09-2018/780,Plg 12436587,PT,Pry rdm7x809,K-300,Pulo Gadung,330000000,Approved
9/22/2018,SO/U1-1/09-2018/782,Plg 12436758,Perorangan,Pry rdm7x890,K-300 N,Pulo Gadung,55206250,Approved
9/24/2018,SO/U1-1/09-2018/793,Plg 12436785,Perorangan,Pry rdm70x98,K-250,Pulo Gadung,899250,Approved
9/3/2019,SO/U1-1/09-2019/1725,Plg 12436857,PT,Pry rdm70x89,K-350,Pulo Gadung,60225000,Approved
9/7/2019,SO/U1-1/09-2019/1743,Plg 12436875,PT,Pry rdm709x8,K-300,Pulo Gadung,88550000,Approved
9/16/2019,SO/U1-1/09-2019/1808,Plg 12437568,PT,Pry rdm7098x,K-350,Cakung,17806250,Approved
9/18/2019,SO/U1-1/09-2019/1824,Plg 12436857,PT,Pry rdm70x89,K-300,Pulo Gadung,17325000,Approved
9/18/2019,SO/U1-1/09-2019/1825,Plg 12437586,PT,Pry rdm708x9,K-300,Pulo Gadung,6435000,Approved
9/20/2019,SO/U1-1/09-2019/1832,Plg 12436875,PT,Pry rdm7089x,K-300,Pulo Gadung,57750000,Approved
9/20/2019,SO/U1-1/09-2019/1833,Plg 12437658,PT,Pry rdm79x08,K-300 N,Pulo Gadung,26812500,Approved
9/20/2019,SO/U1-1/09-2019/1834,Plg 12436875,PT,Pry rdm7089x,K-300,Pulo Gadung,68337500,Approved
9/23/2019,SO/U1-1/09-2019/1841,Plg 12358467,PT,Pry rdm098x7,K-350,Pulo Gadung,15048000,Approved
9/25/2019,SO/U1-1/09-2019/1849,Plg 12437586,PT,Pry rdm79x80,K-300,Pulo Gadung,6435000,Approved
9/26/2019,SO/U1-1/09-2019/1858,Plg 12437685,PT,Pry rdm790x8,K-300 N,Cakung,312400000,Approved
9/27/2019,SO/U1-1/09-2019/1859,Plg 12437856,Perorangan,Pry rdm7908x,K-300,Cakung,40425000,Approved
9/28/2019,SO/U1-1/09-2019/1866,Plg 12437865,Perorangan,Pry rdm8907x,K-300 N,Cakung,32773125,Approved
10/17/2018,SO/U1-1/10-2018/1026,Plg 12436587,PT,Pry rdm798x0,K-300,Pulo Gadung,330000000,Approved
10/21/2018,SO/U1-1/10-2018/1054,Plg 12438567,CV,Pry rdm7980x,K-400 N,Pulo Gadung,2139500,Approved
10/30/2018,SO/U1-1/10-2018/1126,Plg 12378564,Perorangan,Pry rdm90x78,K-300,Cakung,9047500,Approved
10/30/2018,SO/U1-1/10-2018/1127,Plg 12378564,Perorangan,Pry rdm90x78,K-300,Cakung,12666500,Approved
10/1/2018,SO/U1-1/10-2018/886,Plg 12436587,PT,Pry rdm78x09,K-300,Pulo Gadung,353760000,Approved
10/5/2018,SO/U1-1/10-2018/932,Plg 12438576,PT,Pry rdm78x90,K-175,Cakung,4468750,Approved
10/8/2018,SO/U1-1/10-2018/935,Plg 12367548,PT,Pry rdm9x708,K-300 N,Cakung,14960000,Approved
10/12/2018,SO/U1-1/10-2018/964,Plg 12436587,PT,Pry rdm780x9,K-300,Pulo Gadung,330000000,Approved
10/1/2019,SO/U1-1/10-2019/1879,Plg 12438657,CV,Pry rdm7809x,K-350 N,Cakung,33013750,Approved
10/2/2019,SO/U1-1/10-2019/1886,Plg 12438675,Perorangan,Pry rdm789x0,K-350,Cakung,108108000,Approved
11/2/2018,SO/U1-1/11-2018/1148,Plg 12384567,Perorangan,Pry rdm0x879,K-300,Cakung,58038750,Approved
11/14/2018,SO/U1-1/11-2018/1170,Plg 12438756,Perorangan,Pry rdm7890x,K-300,Pulo Gadung,20212500,Approved
11/16/2018,SO/U1-1/11-2018/1180,Plg 12436587,PT,Pry rdxm0987,K-300,Pulo Gadung,132000000,Approved
11/24/2018,SO/U1-1/11-2018/1185,Plg 12368457,PT,Pry rdxm0978,K-300 N,Cakung,30375000,Approved
11/25/2018,SO/U1-1/11-2018/1186,Plg 12345768,PT,Pry rdmx0897,K-300,Pulo Gadung,5082000,Approved
11/26/2018,SO/U1-1/11-2018/1187,Plg 12346578,PT,Pry rdmx9087,K-300 N,Pulo Gadung,125125000,Approved
11/26/2018,SO/U1-1/11-2018/1188,Plg 12346587,PT,Pry rdxm0897,K-300,Pulo Gadung,30030000,Approved
11/26/2018,SO/U1-1/11-2018/1189,Plg 12438765,PT,Pry rdm90x78,K-300,Pulo Gadung,16500000,Approved
11/28/2018,SO/U1-1/11-2018/1197,Plg 12368457,PT,Pry rdm978x0,K-350 N,Cakung,4246000,Approved
12/6/2018,SO/U1-1/12-2018/1200,Plg 12345786,Perorangan,Pry rdmx0879,K-350 N,Pulo Gadung,9548688,Approved
12/6/2018,SO/U1-1/12-2018/1203,Plg 12346578,PT,Pry rdmx9087,K-300 N,Pulo Gadung,125125000,Approved
12/10/2018,SO/U1-1/12-2018/1206,Plg 12453678,CV,Pry rdxm0879,"K-350 N,K-350 ",Pulo Gadung,974875,Approved
12/11/2018,SO/U1-1/12-2018/1209,Plg 12436587,PT,Pry rdxm0798,K-300,Pulo Gadung,62040000,Approved
12/13/2018,SO/U1-1/12-2018/1213,Plg 12346578,PT,Pry rdmx9087,K-300 N,Pulo Gadung,77000000,Approved
12/14/2018,SO/U1-1/12-2018/1219,Plg 12346758,Perorangan,Pry rdmx0798,K-300,Pulo Gadung,22687500,Approved
12/17/2018,SO/U1-1/12-2018/1252,Plg 12345768,PT,Pry rdmx0897,K-300,Pulo Gadung,6166875,Approved
12/17/2018,SO/U1-1/12-2018/1253,Plg 12453687,PT,Pry rdxm0789,K-350 N,Cakung,41435625,Approved
12/17/2018,SO/U1-1/12-2018/1254,Plg 12453768,PT,Pry rdxm9087,K-350,Cakung,11343750,Approved
12/18/2018,SO/U1-1/12-2018/1259,Plg 12345768,PT,Pry rdmx0897,K-300,Pulo Gadung,4743750,Approved
12/18/2018,SO/U1-1/12-2018/1262,Plg 12453786,Perorangan,Pry rdmx0798,K-300,Pulo Gadung,20967375,Approved
12/20/2018,SO/U1-1/12-2018/1264,Plg 12346578,PT,Pry rdmx9087,K-300 N,Pulo Gadung,86625000,Approved
12/20/2018,SO/U1-1/12-2018/1265,Plg 12453867,Perorangan,Pry rdmx0798,K-250,Pulo Gadung,9625000,Approved
12/27/2018,SO/U1-1/12-2018/1266,Plg 12453876,Perorangan,Pry rdxm9078,K-225,Cakung,9281250,Approved
12/30/2018,SO/U1-1/12-2018/1268,Plg 12456378,Perorangan,Pry rdxm9807,K-300,Pulo Gadung,38225000,Approved
1/5/2019,SO/U1-2/01-2019/1252,Plg 12456387,PT,Pry rdxm9870,Fc-30,Casablanca,100375000,Approved
1/5/2019,SO/U1-2/01-2019/1253,Plg 12456387,PT,Pry rdxm9870,Fc-30,Casablanca,100375000,Approved
1/8/2019,SO/U1-2/01-2019/1255,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,227734375,Approved
1/11/2019,SO/U1-2/01-2019/1256,Plg 12456783,PT,Pry rdxm9780,K-450,Casablanca,7825125,Approved
1/11/2019,SO/U1-2/01-2019/1257,Plg 12456783,PT,Pry rdxm8097,K-450,Casablanca,26829000,Approved
1/15/2019,SO/U1-2/01-2019/1259,Plg 12456837,PT,Pry rdxm8079,K-350 N,Casablanca,73218750,Approved
1/16/2019,SO/U1-2/01-2019/1262,Plg 12456783,PT,Pry rdxm8097,K-450,Casablanca,135654750,Approved
1/23/2019,SO/U1-2/01-2019/1263,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,227734375,Approved
1/26/2019,SO/U1-2/01-2019/1271,Plg 12456387,PT,Pry rdxm9870,Fc-30,Casablanca,250937500,Approved
2/10/2019,SO/U1-2/02-2019/1283,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,91093750,Approved
2/10/2019,SO/U1-2/02-2019/1284,Plg 12456738,Perorangan,Pry rdxm9708,B0-0,Casablanca,2475000,Approved
2/12/2019,SO/U1-2/02-2019/1285,Plg 12456738,Perorangan,Pry rdxm9708,B0-0,Casablanca,4125000,Approved
2/19/2019,SO/U1-2/02-2019/1299,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,63765625,Approved
2/23/2019,SO/U1-2/02-2019/1303,Plg 12456873,Perorangan,Pry rdmx0798,K-300,Casablanca,21821250,Approved
2/23/2019,SO/U1-2/02-2019/1304,Plg 12457368,Perorangan,Pry rdxm8907,K-250,Casablanca,6564250,Approved
3/4/2019,SO/U1-2/03-2019/1313,Plg 12457386,Perorangan,Pry rdxm8970,K-300,Tanah Abang,40000000,Approved
3/4/2019,SO/U1-2/03-2019/1314,Plg 12457638,Perorangan,Pry rdxm8709,K-300,Tanah Abang,76037500,Approved
3/6/2019,SO/U1-2/03-2019/1315,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,16396875,Approved
3/15/2019,SO/U1-2/03-2019/1322,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,4554688,Approved
3/15/2019,SO/U1-2/03-2019/1324,Plg 12457683,PT,Pry rdxm8790,K-300,Casablanca,22425000,Approved
3/16/2019,SO/U1-2/03-2019/1327,Plg 12457836,Perorangan,Pry rdmx0798,K-250,Tanah Abang,18884250,Approved
3/16/2019,SO/U1-2/03-2019/1328,Plg 12457863,Perorangan,Pry rdmx0798,K-500,Tanah Abang,11825000,Approved
3/17/2019,SO/U1-2/03-2019/1329,Plg 12456873,Perorangan,Pry rdmx0798,K-300,Tanah Abang,22770000,Approved
3/19/2019,SO/U1-2/03-2019/1330,Plg 12458367,Perorangan,Pry rdxm7098,K-350 N,Casablanca,58492500,Approved
3/19/2019,SO/U1-2/03-2019/1331,Plg 12458367,Perorangan,Pry rdxm7098,K-350 N,Casablanca,3899500,Approved
3/19/2019,SO/U1-2/03-2019/1332,Plg 12458376,Perorangan,Pry rdxm7089,K-400,Casablanca,156750000,Approved
3/22/2019,SO/U1-2/03-2019/1345,Plg 12458637,PT,Pry rdxm7908,K-300,Casablanca,26640625,Approved
4/2/2019,SO/U1-2/04-2019/1357,Plg 12456783,PT,Pry rdxm8097,K-450,Casablanca,154046750,Approved
4/5/2019,SO/U1-2/04-2019/1359,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,9109375,Approved
4/6/2019,SO/U1-2/04-2019/1360,Plg 12456873,Perorangan,Pry rdmx0798,K-300,Tanah Abang,22770000,Approved
4/16/2019,SO/U1-2/04-2019/1368,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,6376563,Approved
4/25/2019,SO/U1-2/04-2019/1383,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,15485938,Approved
4/29/2019,SO/U1-2/04-2019/1387,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,1821875,Approved
5/2/2019,SO/U1-2/05-2019/1391,Plg 12458673,Perorangan,Pry rdxm7980,K-300,Tanah Abang,5775000,Approved
5/3/2019,SO/U1-2/05-2019/1392,Plg 12456738,Perorangan,Pry rdxm9708,Fc-32.5,Casablanca,2732813,Approved
5/19/2019,SO/U1-2/05-2019/1404,Plg 12458736,PT,Pry rdxm7809,K-250,Tanah Abang,4045250,Approved
5/24/2019,SO/U1-2/05-2019/1405,Plg 12456873,Perorangan,Pry rdmx0798,K-300,Casablanca,18975000,Approved
5/25/2019,SO/U1-2/05-2019/1406,Plg 12458763,PT,Pry rdmx7890,K-500,Tanah Abang,20022750,Approved
5/26/2019,SO/U1-2/05-2019/1409,Plg 12463578,PT,Pry rdm8x790,K-300,Tanah Abang,1897500,Approved
7/3/2019,SO/U1-2/07-2019/1432,Plg 12463578,PT,Pry rdm8x790,K-300,Tanah Abang,1897500,Approved
7/15/2019,SO/U1-2/07-2019/1444,Plg 12463587,PT,Pry rdxm7890,K-300,Casablanca,24750000,Approved
7/16/2019,SO/U1-2/07-2019/1445,Plg 12463758,PT,Pry rdx0m987,K-300,Casablanca,29287500,Approved
7/18/2019,SO/U1-2/07-2019/1450,Plg 12368574,Perorangan,Pry rdm0x879,K-300 N,Tanah Abang,14973750,Approved
7/23/2019,SO/U1-2/07-2019/1467,Plg 12463785,Perorangan,Pry rdmx0798,K-250,Tanah Abang,10873500,Approved
7/28/2019,SO/U1-2/07-2019/1470,Plg 12458367,Perorangan,Pry rdxm7098,K-350 N,Casablanca,91638250,Approved
7/27/2019,SO/U1-2/07-2019/1471,Plg 12463857,PT,Pry rdmx0798,K-300,Tanah Abang,106623000,Approved
7/28/2019,SO/U1-2/07-2019/1472,Plg 12463875,Perorangan,Pry rdmx0798,K-375 N,Tanah Abang,4196500,Approved
7/28/2019,SO/U1-2/07-2019/1473,Plg 12465378,Perorangan,Pry rdmx0798,K-300,Casablanca,14850000,Approved
7/28/2019,SO/U1-2/07-2019/1474,Plg 12463857,PT,Pry rdmx0798,K-300,Tanah Abang,13821500,Approved
7/28/2019,SO/U1-2/07-2019/1475,Plg 12458367,Perorangan,Pry rdxm7098,K-350 N,Casablanca,13648250,Approved
7/28/2019,SO/U1-2/07-2019/1476,Plg 12458367,Perorangan,Pry rdxm7098,K-350 N,Casablanca,9748750,Approved
7/29/2019,SO/U1-2/07-2019/1479,Plg 12458736,PT,Pry rdx0m978,K-250,Casablanca,30536000,Approved
7/29/2019,SO/U1-2/07-2019/1480,Plg 12458736,PT,Pry rdxm7809,K-275,Tanah Abang,30648750,Approved
7/29/2019,SO/U1-2/07-2019/1488,Plg 12465387,PT,Pry rdx0m897,"K-300 ,K-350 ",Casablanca,67887188,Approved
7/29/2019,SO/U1-2/07-2019/1489,Plg 12465378,Perorangan,Pry rdmx0798,K-300,Casablanca,2970000,Approved
7/30/2019,SO/U1-2/07-2019/1496,Plg 12458736,PT,Pry rdxm7809,K-275,Tanah Abang,3064875,Approved
7/30/2019,SO/U1-2/07-2019/1497,Plg 12465738,Perorangan,Pry rdx0m879,K-300 N,Casablanca,123750000,Approved
7/30/2019,SO/U1-2/07-2019/1498,Plg 12465783,PT,Pry rdx0m798,K-225,Tanah Abang,18480000,Approved
7/31/2019,SO/U1-2/07-2019/1499,Plg 12465837,Perorangan,Pry rdx0m789,K-250,Tanah Abang,11529375,Approved
7/31/2019,SO/U1-2/07-2019/1500,Plg 12465873,Perorangan,Pry rdmx0798,K-250,Tanah Abang,11981258,Approved
7/31/2019,SO/U1-2/07-2019/1501,Plg 12467358,Perorangan,Pry rdx09m87,K-300,Tanah Abang,68241250,Approved
7/31/2019,SO/U1-2/07-2019/1508,Plg 12465738,Perorangan,Pry rdx0m879,K-300 N,Casablanca,125812500,Approved
7/31/2019,SO/U1-2/07-2019/1511,Plg 12465387,PT,Pry rdx0m897,K-350 N,Casablanca,61425788,Approved
7/31/2019,SO/U1-2/07-2019/1512,Plg 12467385,Perorangan,Pry rdx09m78,K-225 N,Casablanca,4923188,Approved
7/31/2019,SO/U1-2/07-2019/1513,Plg 12467538,PT,Pry rdx098m7,K-300,Tanah Abang,2629688,Approved
8/14/2018,SO/U1-2/08-2018/271,Plg 12467583,PT,Pry rdx0987m,K-300,Tanah Abang,19250000,Approved
8/15/2018,SO/U1-2/08-2018/285,Plg 12467835,Perorangan,Pry rdx097m8,K-350,Casablanca,1010625,Approved
8/15/2018,SO/U1-2/08-2018/287,Plg 12467853,PT,Pry rdx0978m,K-300,Casablanca,16335000,Approved
8/15/2018,SO/U1-2/08-2018/288,Plg 12468357,Perorangan,Pry rdx08m97,K-250,Casablanca,5849250,Approved
8/15/2018,SO/U1-2/08-2018/289,Plg 12468357,Perorangan,Pry rdx08m97,K-250,Casablanca,4874375,Approved
8/15/2018,SO/U1-2/08-2018/290,Plg 12468375,PT,Pry rdx08m79,K-300,Casablanca,295762500,Approved
8/15/2018,SO/U1-2/08-2018/291,Plg 12468375,PT,Pry rdx08m79,K-300,Casablanca,38770875,Approved
8/15/2018,SO/U1-2/08-2018/292,Plg 12456783,PT,Pry rdxm9780,K-450,Casablanca,223575000,Approved
8/15/2018,SO/U1-2/08-2018/293,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,12078000,Approved
8/15/2018,SO/U1-2/08-2018/294,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/15/2018,SO/U1-2/08-2018/295,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/15/2018,SO/U1-2/08-2018/296,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/15/2018,SO/U1-2/08-2018/307,Plg 12468573,PT,Pry rdmx0798,K-300,Casablanca,56787500,Approved
8/17/2018,SO/U1-2/08-2018/400,Plg 12468735,PT,Pry rdx0897m,K-350 N,Tanah Abang,2970000,Approved
8/17/2018,SO/U1-2/08-2018/401,Plg 12376548,PT,Pry rdm0x879,K-300,Tanah Abang,9185000,Approved
8/20/2018,SO/U1-2/08-2018/425,Plg 12468753,Perorangan,Pry rdx087m9,K-250,Tanah Abang,11940500,Approved
8/20/2018,SO/U1-2/08-2018/426,Plg 12458763,PT,Pry rdx0879m,K-300,Tanah Abang,13109250,Approved
8/20/2018,SO/U1-2/08-2018/428,Plg 12473568,Perorangan,Pry rdx07m98,K-300,Tanah Abang,29625750,Approved
8/20/2018,SO/U1-2/08-2018/429,Plg 12473586,Perorangan,Pry rdx07m89,K-300,Tanah Abang,3850000,Approved
8/20/2018,SO/U1-2/08-2018/430,Plg 12473586,Perorangan,Pry rdx07m89,K-300,Tanah Abang,55825000,Approved
8/20/2018,SO/U1-2/08-2018/431,Plg 12473658,Perorangan,Pry rdx079m8,K-350,Tanah Abang,8769750,Approved
8/20/2018,SO/U1-2/08-2018/432,Plg 12473658,Perorangan,Pry rdx079m8,K-350,Tanah Abang,4384875,Approved
8/20/2018,SO/U1-2/08-2018/434,Plg 12473685,PT,Pry rdx0798m,K-350,Tanah Abang,123750000,Approved
8/20/2018,SO/U1-2/08-2018/435,Plg 12473685,PT,Pry rdx0798m,K-350,Tanah Abang,123750000,Approved
8/20/2018,SO/U1-2/08-2018/436,Plg 12473685,PT,Pry rdx0798m,K-350,Tanah Abang,113437500,Approved
8/20/2018,SO/U1-2/08-2018/437,Plg 12473856,Perorangan,Pry rdx078m9,K-250,Tanah Abang,48691500,Approved
8/20/2018,SO/U1-2/08-2018/438,Plg 12473856,Perorangan,Pry rdx078m9,K-250,Tanah Abang,5618250,Approved
8/20/2018,SO/U1-2/08-2018/439,Plg 12467538,PT,Pry rdx098m7,"K-300 ,K-300 ",Tanah Abang,11044688,Approved
8/20/2018,SO/U1-2/08-2018/440,Plg 12467538,PT,Pry rdx098m7,K-300,Tanah Abang,57750000,Approved
8/20/2018,SO/U1-2/08-2018/441,Plg 12473865,PT,Pry rdx0789m,K-175,Tanah Abang,2598750,Approved
8/20/2018,SO/U1-2/08-2018/442,Plg 12473865,PT,Pry rdx0789m,K-175,Tanah Abang,7796250,Approved
8/20/2018,SO/U1-2/08-2018/443,Plg 12475368,Perorangan,Pry rdx9m087,K-300,Tanah Abang,3850000,Approved
8/20/2018,SO/U1-2/08-2018/444,Plg 12475386,Perorangan,Pry rdx9m078,K-350,Tanah Abang,257812500,Approved
8/20/2018,SO/U1-2/08-2018/545,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/16/2018,SO/U1-2/08-2018/556,Plg 12475638,Perorangan,Pry rdmx0798,K-250,Casablanca,14982000,Approved
8/16/2018,SO/U1-2/08-2018/557,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/16/2018,SO/U1-2/08-2018/558,Plg 12475683,CV,Pry rdx08m97,K-175,Casablanca,30195000,Approved
8/14/2018,SO/U1-2/08-2018/565,Plg 12475836,Perorangan,Pry rdmx0798,K-300,Casablanca,58327500,Approved
8/14/2018,SO/U1-2/08-2018/570,Plg 12475863,Perorangan,Pry rdx9m807,K-225,Casablanca,10587500,Approved
8/14/2018,SO/U1-2/08-2018/571,Plg 12476358,Perorangan,Pry rdx9m870,K-250,Casablanca,9597500,Approved
8/14/2018,SO/U1-2/08-2018/572,Plg 12456387,PT,Pry rdxm9870,K-300,Casablanca,84150000,Approved
8/13/2018,SO/U1-2/08-2018/573,Plg 12476385,Perorangan,Pry rdx9m708,K-300 N,Casablanca,7411250,Approved
8/11/2018,SO/U1-2/08-2018/574,Plg 12476385,Perorangan,Pry rdx9m708,K-300 N,Casablanca,31762500,Approved
8/11/2018,SO/U1-2/08-2018/575,Plg 12476385,Perorangan,Pry rdx9m708,K-300 N,Casablanca,31762500,Approved
8/11/2018,SO/U1-2/08-2018/576,Plg 12476385,Perorangan,Pry rdx9m708,K-300 N,Casablanca,21175000,Approved
8/10/2018,SO/U1-2/08-2018/577,Plg 12476538,Perorangan,Pry rdmx0798,K-300,Casablanca,17875000,Approved
8/6/2018,SO/U1-2/08-2018/578,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/10/2018,SO/U1-2/08-2018/580,Plg 12456387,PT,Pry rdxm9870,K-350,Casablanca,39600000,Approved
8/9/2018,SO/U1-2/08-2018/589,Plg 12476583,Perorangan,Pry rdx9m780,K-225,Casablanca,3184500,Approved
8/9/2018,SO/U1-2/08-2018/590,Plg 12476835,Perorangan,Pry rdmx0798,K-250,Casablanca,14982000,Approved
8/8/2018,SO/U1-2/08-2018/591,Plg 12476853,Perorangan,Pry rdx90m87,K-500,Casablanca,7988750,Approved
8/4/2018,SO/U1-2/08-2018/592,Plg 12478356,Perorangan,Pry rdx90m78,K-225,Casablanca,2763750,Approved
8/3/2018,SO/U1-2/08-2018/593,Plg 12478365,Perorangan,Pry rdmx0798,K-300,Casablanca,56512500,Approved
8/2/2018,SO/U1-2/08-2018/594,Plg 12478356,Perorangan,Pry rdx90m78,K-225,Casablanca,19346250,Approved
7/31/2018,SO/U1-2/08-2018/656,Plg 12475386,Perorangan,Pry rdx9m078,K-350,Casablanca,1260703125,Approved
7/31/2018,SO/U1-2/08-2018/657,Plg 12478536,PT,Pry rdxm8097,K-450,Casablanca,429467500,Approved
7/31/2018,SO/U1-2/08-2018/658,Plg 12458637,PT,Pry rdxm7908,K-300,Casablanca,12254688,Approved
7/31/2018,SO/U1-2/08-2018/659,Plg 12458637,PT,Pry rdxm7908,K-300,Casablanca,3196875,Approved
7/31/2018,SO/U1-2/08-2018/660,Plg 12458637,PT,Pry rdxm7908,K-300,Casablanca,532813,Approved
7/31/2018,SO/U1-2/08-2018/661,Plg 12458637,PT,Pry rdxm7908,K-300,Casablanca,532813,Approved
7/31/2018,SO/U1-2/08-2018/662,Plg 12478563,Perorangan,Pry rdx908m7,K-350,Casablanca,5087500,Approved
8/31/2018,SO/U1-2/08-2018/664,Plg 12478635,PT,Pry rdx9087m,"K-300 ,K-300 ",Casablanca,66008250,Approved
8/1/2019,SO/U1-2/08-2019/1516,Plg 12478653,PT,Pry rdx907m8,K-225,Tanah Abang,15805625,Approved
8/1/2019,SO/U1-2/08-2019/1517,Plg 12483567,Perorangan,Pry rdx9078m,K-350 N,Tanah Abang,126750030,Approved
8/1/2019,SO/U1-2/08-2019/1525,Plg 12483576,PT,Pry rdx98m07,K-350,Tanah Abang,6146250,Approved
8/2/2019,SO/U1-2/08-2019/1526,Plg 12465387,PT,Pry rdx0m897,K-350 N,Casablanca,34120625,Approved
8/3/2019,SO/U1-2/08-2019/1527,Plg 12465387,PT,Pry rdx0m897,K-350 N,Casablanca,1949750,Approved
8/6/2019,SO/U1-2/08-2019/1528,Plg 12483657,Perorangan,Pry rdmx0798,K-225,Casablanca,6208125,Approved
8/7/2019,SO/U1-2/08-2019/1529,Plg 12465387,PT,Pry rdx0m897,K-350 N,Casablanca,2924625,Approved
8/13/2019,SO/U1-2/08-2019/1535,Plg 12483675,Perorangan,Pry rdmx0798,K-250,Tanah Abang,28091250,Approved
8/16/2019,SO/U1-2/08-2019/1536,Plg 12478653,PT,Pry rdx907m8,K-225,Tanah Abang,7184375,Approved
8/17/2019,SO/U1-2/08-2019/1537,Plg 12465738,Perorangan,Pry rdx0m879,K-300 N,Casablanca,124437500,Approved
8/20/2019,SO/U1-2/08-2019/1541,Plg 12483756,Perorangan,Pry rdmx0798,K-225,Tanah Abang,11368500,Approved
8/24/2019,SO/U1-2/08-2019/1555,Plg 12483765,Perorangan,Pry rdmx0798,K-300,Tanah Abang,1897500,Approved
8/27/2019,SO/U1-2/08-2019/1558,Plg 12485367,Perorangan,Pry rdmx0798,K-250,Tanah Abang,32812656,Approved
8/30/2019,SO/U1-2/08-2019/1563,Plg 12485376,Perorangan,Pry rdx98m70,K-300,Casablanca,6641250,Approved
9/3/2018,SO/U1-2/09-2018/692,Plg 12357684,PT,Pry rdm7x089,K-300,Tanah Abang,41250000,Approved
9/3/2018,SO/U1-2/09-2018/693,Plg 12357684,PT,Pry rdm7x089,K-300,Tanah Abang,41250000,Approved
9/3/2018,SO/U1-2/09-2018/694,Plg 12357684,PT,Pry rdm7x089,K-300,Tanah Abang,30937500,Approved
9/3/2018,SO/U1-2/09-2018/695,Plg 12473685,PT,Pry rdx0798m,K-350,Tanah Abang,101750000,Approved
9/3/2018,SO/U1-2/09-2018/696,Plg 12473685,PT,Pry rdx0798m,K-350,Tanah Abang,101750000,Approved
9/3/2018,SO/U1-2/09-2018/697,Plg 12473685,PT,Pry rdx0798m,K-350,Tanah Abang,16280000,Approved
9/3/2018,SO/U1-2/09-2018/705,Plg 12485637,PT,Pry rdmx0798,K-400,Tanah Abang,24200000,Approved
9/3/2018,SO/U1-2/09-2018/706,Plg 12485637,PT,Pry rdmx0798,K-300,Tanah Abang,15468750,Approved
9/4/2018,SO/U1-2/09-2018/717,Plg 12485673,Perorangan,Pry rdmx0798,K-300,Tanah Abang,29524000,Approved
9/4/2018,SO/U1-2/09-2018/718,Plg 12467583,PT,Pry rdx0987m,K-300,Tanah Abang,20212500,Approved
9/4/2018,SO/U1-2/09-2018/719,Plg 12467583,PT,Pry rdx0987m,K-300,Tanah Abang,19250000,Approved
9/4/2018,SO/U1-2/09-2018/720,Plg 12467583,PT,Pry rdx0987m,K-300,Tanah Abang,26950000,Approved
9/4/2018,SO/U1-2/09-2018/721,Plg 12473865,PT,Pry rdx0789m,K-175,Tanah Abang,2598750,Approved
9/4/2018,SO/U1-2/09-2018/722,Plg 12473865,PT,Pry rdx0789m,K-175,Tanah Abang,7796250,Approved
